Order,Region,Year_type,Month,Month_fac,meanCPUE,geometry
Calanoida,South,2021,3,Mar,75179.86651701426,"c(614667.03644006, 619268.140229963, 621218.645926346, 624406.417504756, 625304.637251192, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 643306.117529073, 4212588.27696575, 4216665.27113133, 4211847.32628536, 4209025.21127715, 4216447.37592703, 4200599.90264995, 4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4203344.61184807)"
Calanoida,South,2021,4,Apr,212677.10772874663,"c(614667.03644006, 619268.140229963, 621218.645926346, 624406.417504756, 625304.637251192, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 643306.117529073, 4212588.27696575, 4216665.27113133, 4211847.32628536, 4209025.21127715, 4216447.37592703, 4200599.90264995, 4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4203344.61184807)"
Calanoida,South,2021,5,May,596111.8448288568,"c(614667.03644006, 619268.140229963, 621218.645926346, 624406.417504756, 625304.637251192, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 643306.117529073, 4212588.27696575, 4216665.27113133, 4211847.32628536, 4209025.21127715, 4216447.37592703, 4200599.90264995, 4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4203344.61184807)"
Calanoida,South,2021,6,Jun,701861.4187622785,"c(614667.03644006, 615283.557383213, 619218.446446995, 619268.140229963, 621218.645926346, 624366.817025338, 624406.417504756, 625304.637251192, 625433.478890996, 625833.734896044, 625897.598068151, 626045.038747303, 626621.288270914, 629993.864693315, 630637.063092993, 631042.411603019, 631986.494447411, 632213.391466713, 635814.641065091, 636619.79049491, 643306.117529073, 643714.806261501, 4212588.27696575, 4212616.94732274, 4216524.70222468, 4216665.27113133, 4211847.32628536, 4209665.00022761, 
4209025.21127715, 4216447.37592703, 4215656.90272774, 4200599.90264995, 4191170.49136537, 4191138.34835578, 4200199.17865328, 4203686.01594768, 4212848.48900318, 4212418.79970465, 4218556.3405018, 4218517.84628381, 4207498.86371765, 4206775.29744412, 4203344.61184807, 4202890.03653371)"
Calanoida,South,2021,12,Dec,9812.24,"c(614669.307440468, 616910.644414582, 618489.998444689, 624882.737417918, 624948.632891888, 625396.04777301, 630152.454240324, 631926.796112434, 636053.214200487, 638081.114670928, 642107.768394239, 643023.847178218, 4212301.97529453, 4217441.26619409, 4216431.9417853, 4216902.60588368, 4204859.2928038, 4215409.93259503, 4212858.49718612, 4218614.19853273, 4207200.93380169, 4211822.36366856, 4204645.66367771, 4203607.17211444)"
Calanoida,West,2021,3,Mar,17966.097004315194,"c(585148.932302405, 585401.425607669, 588957.771428719, 591386.078590084, 593044.983645824, 595005.639904409, 597372.586512643, 599330.585355231, 599773.878163623, 601435.140212167, 605518.092268993, 606097.977109922, 606113.364821663, 609581.765951919, 4225187.92092806, 4214398.69412146, 4212063.07973062, 4214621.1946861, 4224886.14895698, 4211601.95643209, 4219955.18360314, 4212950.77782324, 4209994.27220779, 4211293.19003828, 4211890.99442856, 4208328.37288823, 4213892.99195311, 4216102.997502
)"
Calanoida,West,2021,4,Apr,76737.62273921673,"c(583944.435678702, 585148.932302405, 585401.425607669, 588957.771428719, 591386.078590084, 593044.983645824, 595005.639904409, 597372.586512643, 599330.585355231, 599773.878163623, 601435.140212167, 605518.092268993, 606097.977109922, 606113.364821663, 609581.765951919, 4219069.79191186, 4225187.92092806, 4214398.69412146, 4212063.07973062, 4214621.1946861, 4224886.14895698, 4211601.95643209, 4219955.18360314, 4212950.77782324, 4209994.27220779, 4211293.19003828, 4211890.99442856, 4208328.37288823, 
4213892.99195311, 4216102.997502)"
Calanoida,West,2021,5,May,89574.16557883716,"c(583944.435678702, 585148.932302405, 585401.425607669, 588957.771428719, 591386.078590084, 593044.983645824, 595005.639904409, 597372.586512643, 599330.585355231, 599773.878163623, 601435.140212167, 605518.092268993, 606097.977109922, 606113.364821663, 609581.765951919, 4219069.79191186, 4225187.92092806, 4214398.69412146, 4212063.07973062, 4214621.1946861, 4224886.14895698, 4211601.95643209, 4219955.18360314, 4212950.77782324, 4209994.27220779, 4211293.19003828, 4211890.99442856, 4208328.37288823, 
4213892.99195311, 4216102.997502)"
Calanoida,West,2021,6,Jun,106906.8629425306,"c(583613.097655573, 585148.932302405, 585401.425607669, 585669.929183574, 585740.816183715, 586521.937271681, 588957.771428719, 591247.894584217, 591386.078590084, 593029.95159612, 593044.983645824, 594500.544451587, 595005.639904409, 597370.063199592, 597372.586512643, 599228.883161803, 599330.585355231, 599658.763792518, 599773.878163623, 601155.484715555, 601435.140212167, 605518.092268993, 605855.914792131, 606097.977109922, 606113.364821663, 607453.795613233, 609581.765951919, 4218893.26745437, 
4225187.92092806, 4214398.69412146, 4224880.46126309, 4214407.80667083, 4213048.91486485, 4212063.07973062, 4214348.87481465, 4214621.1946861, 4224898.18392414, 4224886.14895698, 4211417.42258164, 4211601.95643209, 4219580.05698879, 4219955.18360314, 4210058.65054097, 4212950.77782324, 4213021.36798825, 4209994.27220779, 4212612.54565873, 4211293.19003828, 4211890.99442856, 4208782.4565482, 4208328.37288823, 4213892.99195311, 4214041.50928281, 4216102.997502)"
Calanoida,West,2021,12,Dec,10643.57,"c(583446.936826306, 583519.135936806, 583990.926318099, 585688.564663313, 585770.343803212, 586009.771173356, 588092.656556216, 589771.585769042, 592337.215757371, 595206.209676667, 595957.666456988, 597924.810972482, 599271.346031348, 601907.481319768, 602732.024567753, 605010.003540227, 605441.504220817, 607106.269738374, 612260.437664603, 4226277.74046912, 4219249.62470922, 4219322.17324796, 4225107.03970885, 4225161.16941565, 4213111.18654448, 4212948.10835528, 4212905.38924932, 4214524.27477996, 
4211710.82924358, 4211464.39753987, 4216245.25308074, 4212987.78773164, 4210365.77201132, 4213612.17941339, 4208955.75306207, 4209056.75542029, 4214382.07823769, 4209915.66907889)"
Calanoida,NA,2021,12,Dec,2749.05,"c(551653.42046035, 555216.783936818, 4213837.49124969, 4209392.50601384)"
Cladocera,Far West,2021,3,Mar,0,"c(560486.06702909, 560493.240512684, 560519.802932893, 562322.014329875, 562383.520614829, 562623.957121378, 564595.231627866, 574875.748413025, 579335.373684471, 581023.727989379, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4222280.89922631, 4232283.69302132, 4210814.13504367, 4217080.02980547, 4210587.82136412, 4213690.43764667, 4211789.52600238)"
Cladocera,Far West,2021,4,Apr,14.0124697604359,"c(560493.240512684, 562322.014329875, 562623.957121378, 564595.231627866, 574875.748413025, 579335.373684471, 581023.727989379, 4226273.96565613, 4222280.89922631, 4210814.13504367, 4217080.02980547, 4210587.82136412, 4213690.43764667, 4211789.52600238)"
Cladocera,Far West,2021,5,May,33.748963584860256,"c(560486.06702909, 560493.240512684, 560519.802932893, 562322.014329875, 562383.520614829, 562623.957121378, 564595.231627866, 574875.748413025, 579335.373684471, 581023.727989379, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4222280.89922631, 4232283.69302132, 4210814.13504367, 4217080.02980547, 4210587.82136412, 4213690.43764667, 4211789.52600238)"
Cladocera,Far West,2021,6,Jun,0,"c(560486.06702909, 560493.240512684, 560519.802932893, 562322.014329875, 562383.520614829, 562623.957121378, 562926.435100255, 564050.147594897, 564595.231627866, 574545.931219682, 574875.748413025, 579140.902973847, 579335.373684471, 580427.656901258, 581023.727989379, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4222280.89922631, 4232283.69302132, 4210814.13504367, 4211417.87481889, 4217596.13988227, 4217080.02980547, 4210378.40611143, 4210587.82136412, 4213390.04543792, 4213690.43764667, 
4211904.58016914, 4211789.52600238)"
Cladocera,Far West,2021,12,Dec,0,"c(573879.161872668, 577507.93578854, 579456.13733386, 581571.910108838, 581735.404645107, 4209869.6709821, 4211113.97001856, 4213991.22571807, 4216634.30928239, 4213011.72539147)"
Cladocera,North,2021,3,Mar,5594.225651571559,"c(606794.492511994, 611198.516387825, 613220.180357754, 613271.840226934, 615175.384337085, 616126.159644941, 617169.884340352, 617933.355864592, 618208.670333636, 618611.582110904, 4235660.70169426, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4233103.08817055, 4232971.27129105, 4226345.98792687, 4235106.1444268, 4243684.03196717, 4238091.6515911)"
Cladocera,North,2021,4,Apr,6869.200560197667,"c(606794.492511994, 611198.516387825, 613220.180357754, 613271.840226934, 615175.384337085, 616126.159644941, 617169.884340352, 617933.355864592, 618208.670333636, 618611.582110904, 4235660.70169426, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4233103.08817055, 4232971.27129105, 4226345.98792687, 4235106.1444268, 4243684.03196717, 4238091.6515911)"
Cladocera,North,2021,5,May,10335.746603070602,"c(606794.492511994, 611198.516387825, 613220.180357754, 613271.840226934, 615175.384337085, 616126.159644941, 617169.884340352, 617933.355864592, 618208.670333636, 618611.582110904, 619164.036316794, 4235660.70169426, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4233103.08817055, 4232971.27129105, 4226345.98792687, 4235106.1444268, 4243684.03196717, 4238091.6515911, 4227934.60528126)"
Cladocera,North,2021,6,Jun,23439.229602266973,"c(606794.492511994, 610579.053705906, 611198.516387825, 613220.180357754, 613271.840226934, 613437.781171316, 614741.393289797, 615136.214560924, 615175.384337085, 616092.901266596, 616126.159644941, 616585.114345224, 617169.884340352, 617312.295093955, 617933.355864592, 618208.670333636, 618222.261359551, 618611.582110904, 619164.036316794, 620878.471533373, 623351.376138104, 623484.758678558, 4235660.70169426, 4216558.1801075, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4219061.30994194, 
4234924.64431914, 4233025.95100633, 4233103.08817055, 4232848.70954114, 4232971.27129105, 4225886.96755465, 4226345.98792687, 4229644.33286332, 4235106.1444268, 4243684.03196717, 4243770.80274362, 4238091.6515911, 4227934.60528126, 4251617.2865226, 4266425.99232107, 4259343.1937688)"
Cladocera,North,2021,12,Dec,499.95,"c(610490.997398422, 610669.538617929, 613263.309173824, 613779.556148341, 614741.65735606, 615136.214560924, 615345.198852705, 616092.901266596, 616468.868531201, 618222.261359551, 620878.471533373, 623351.376138104, 623484.758678558, 4216583.6202058, 4215966.77228402, 4219248.65948802, 4220028.52514462, 4234924.53707603, 4233025.95100633, 4223061.34937309, 4232848.70954114, 4226172.75115436, 4243770.80274362, 4251617.2865226, 4266425.99232107, 4259343.1937688)"
Cladocera,South,2021,3,Mar,6536.45339330824,"c(614667.03644006, 619268.140229963, 621218.645926346, 624406.417504756, 625304.637251192, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 643306.117529073, 4212588.27696575, 4216665.27113133, 4211847.32628536, 4209025.21127715, 4216447.37592703, 4200599.90264995, 4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4203344.61184807)"
Cladocera,South,2021,4,Apr,33442.43912026889,"c(614667.03644006, 619268.140229963, 621218.645926346, 624406.417504756, 625304.637251192, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 643306.117529073, 4212588.27696575, 4216665.27113133, 4211847.32628536, 4209025.21127715, 4216447.37592703, 4200599.90264995, 4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4203344.61184807)"
Cladocera,South,2021,5,May,209433.6274381208,"c(614667.03644006, 619268.140229963, 621218.645926346, 624406.417504756, 625304.637251192, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 643306.117529073, 4212588.27696575, 4216665.27113133, 4211847.32628536, 4209025.21127715, 4216447.37592703, 4200599.90264995, 4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4203344.61184807)"
Cladocera,South,2021,6,Jun,517915.0455404028,"c(614667.03644006, 615283.557383213, 619218.446446995, 619268.140229963, 621218.645926346, 624366.817025338, 624406.417504756, 625304.637251192, 625433.478890996, 625833.734896044, 625897.598068151, 626045.038747303, 626621.288270914, 629993.864693315, 630637.063092993, 631042.411603019, 631986.494447411, 632213.391466713, 635814.641065091, 636619.79049491, 643306.117529073, 643714.806261501, 4212588.27696575, 4212616.94732274, 4216524.70222468, 4216665.27113133, 4211847.32628536, 4209665.00022761, 
4209025.21127715, 4216447.37592703, 4215656.90272774, 4200599.90264995, 4191170.49136537, 4191138.34835578, 4200199.17865328, 4203686.01594768, 4212848.48900318, 4212418.79970465, 4218556.3405018, 4218517.84628381, 4207498.86371765, 4206775.29744412, 4203344.61184807, 4202890.03653371)"
Cladocera,South,2021,12,Dec,922.58,"c(614669.307440468, 616910.644414582, 618489.998444689, 624882.737417918, 624948.632891888, 625396.04777301, 630152.454240324, 631926.796112434, 636053.214200487, 638081.114670928, 642107.768394239, 643023.847178218, 4212301.97529453, 4217441.26619409, 4216431.9417853, 4216902.60588368, 4204859.2928038, 4215409.93259503, 4212858.49718612, 4218614.19853273, 4207200.93380169, 4211822.36366856, 4204645.66367771, 4203607.17211444)"
Cladocera,West,2021,3,Mar,330.3558873514598,"c(585148.932302405, 585401.425607669, 588957.771428719, 591386.078590084, 593044.983645824, 595005.639904409, 597372.586512643, 599330.585355231, 599773.878163623, 601435.140212167, 605518.092268993, 606097.977109922, 606113.364821663, 609581.765951919, 4225187.92092806, 4214398.69412146, 4212063.07973062, 4214621.1946861, 4224886.14895698, 4211601.95643209, 4219955.18360314, 4212950.77782324, 4209994.27220779, 4211293.19003828, 4211890.99442856, 4208328.37288823, 4213892.99195311, 4216102.997502
)"
Cladocera,West,2021,4,Apr,412.9097136463941,"c(583944.435678702, 585148.932302405, 585401.425607669, 588957.771428719, 591386.078590084, 593044.983645824, 595005.639904409, 597372.586512643, 599330.585355231, 599773.878163623, 601435.140212167, 605518.092268993, 606097.977109922, 606113.364821663, 609581.765951919, 4219069.79191186, 4225187.92092806, 4214398.69412146, 4212063.07973062, 4214621.1946861, 4224886.14895698, 4211601.95643209, 4219955.18360314, 4212950.77782324, 4209994.27220779, 4211293.19003828, 4211890.99442856, 4208328.37288823, 
4213892.99195311, 4216102.997502)"
Cladocera,West,2021,5,May,291.21009036065817,"c(583944.435678702, 585148.932302405, 585401.425607669, 588957.771428719, 591386.078590084, 593044.983645824, 595005.639904409, 597372.586512643, 599330.585355231, 599773.878163623, 601435.140212167, 605518.092268993, 606097.977109922, 606113.364821663, 609581.765951919, 4219069.79191186, 4225187.92092806, 4214398.69412146, 4212063.07973062, 4214621.1946861, 4224886.14895698, 4211601.95643209, 4219955.18360314, 4212950.77782324, 4209994.27220779, 4211293.19003828, 4211890.99442856, 4208328.37288823, 
4213892.99195311, 4216102.997502)"
Cladocera,West,2021,6,Jun,1525.5425123183604,"c(583613.097655573, 585148.932302405, 585401.425607669, 585669.929183574, 585740.816183715, 586521.937271681, 588957.771428719, 591247.894584217, 591386.078590084, 593029.95159612, 593044.983645824, 594500.544451587, 595005.639904409, 597370.063199592, 597372.586512643, 599228.883161803, 599330.585355231, 599658.763792518, 599773.878163623, 601155.484715555, 601435.140212167, 605518.092268993, 605855.914792131, 606097.977109922, 606113.364821663, 607453.795613233, 609581.765951919, 4218893.26745437, 
4225187.92092806, 4214398.69412146, 4224880.46126309, 4214407.80667083, 4213048.91486485, 4212063.07973062, 4214348.87481465, 4214621.1946861, 4224898.18392414, 4224886.14895698, 4211417.42258164, 4211601.95643209, 4219580.05698879, 4219955.18360314, 4210058.65054097, 4212950.77782324, 4213021.36798825, 4209994.27220779, 4212612.54565873, 4211293.19003828, 4211890.99442856, 4208782.4565482, 4208328.37288823, 4213892.99195311, 4214041.50928281, 4216102.997502)"
Cladocera,West,2021,12,Dec,38.68,"c(583446.936826306, 583519.135936806, 583990.926318099, 585688.564663313, 585770.343803212, 586009.771173356, 588092.656556216, 589771.585769042, 592337.215757371, 595206.209676667, 595957.666456988, 597924.810972482, 599271.346031348, 601907.481319768, 602732.024567753, 605010.003540227, 605441.504220817, 607106.269738374, 612260.437664603, 4226277.74046912, 4219249.62470922, 4219322.17324796, 4225107.03970885, 4225161.16941565, 4213111.18654448, 4212948.10835528, 4212905.38924932, 4214524.27477996, 
4211710.82924358, 4211464.39753987, 4216245.25308074, 4212987.78773164, 4210365.77201132, 4213612.17941339, 4208955.75306207, 4209056.75542029, 4214382.07823769, 4209915.66907889)"
Cladocera,NA,2021,12,Dec,45.21,"c(551653.42046035, 555216.783936818, 4213837.49124969, 4209392.50601384)"
Cyclopoida,Far West,2021,3,Mar,11713.772075119023,"c(560486.06702909, 560493.240512684, 560519.802932893, 562322.014329875, 562383.520614829, 562623.957121378, 564595.231627866, 574875.748413025, 579335.373684471, 581023.727989379, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4222280.89922631, 4232283.69302132, 4210814.13504367, 4217080.02980547, 4210587.82136412, 4213690.43764667, 4211789.52600238)"
Cyclopoida,Far West,2021,4,Apr,31955.550553870904,"c(560493.240512684, 562322.014329875, 562623.957121378, 564595.231627866, 574875.748413025, 579335.373684471, 581023.727989379, 4226273.96565613, 4222280.89922631, 4210814.13504367, 4217080.02980547, 4210587.82136412, 4213690.43764667, 4211789.52600238)"
Cyclopoida,Far West,2021,5,May,25456.069513051087,"c(560486.06702909, 560493.240512684, 560519.802932893, 562322.014329875, 562383.520614829, 562623.957121378, 564595.231627866, 574875.748413025, 579335.373684471, 581023.727989379, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4222280.89922631, 4232283.69302132, 4210814.13504367, 4217080.02980547, 4210587.82136412, 4213690.43764667, 4211789.52600238)"
Cyclopoida,Far West,2021,6,Jun,68833.82984292344,"c(560486.06702909, 560493.240512684, 560519.802932893, 562322.014329875, 562383.520614829, 562623.957121378, 562926.435100255, 564050.147594897, 564595.231627866, 574545.931219682, 574875.748413025, 579140.902973847, 579335.373684471, 580427.656901258, 581023.727989379, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4222280.89922631, 4232283.69302132, 4210814.13504367, 4211417.87481889, 4217596.13988227, 4217080.02980547, 4210378.40611143, 4210587.82136412, 4213390.04543792, 4213690.43764667, 
4211904.58016914, 4211789.52600238)"
Cyclopoida,Far West,2021,12,Dec,11582.62,"c(573879.161872668, 577507.93578854, 579456.13733386, 581571.910108838, 581735.404645107, 4209869.6709821, 4211113.97001856, 4213991.22571807, 4216634.30928239, 4213011.72539147)"
Cyclopoida,North,2021,3,Mar,3154.325113654728,"c(606794.492511994, 611198.516387825, 613220.180357754, 613271.840226934, 615175.384337085, 616126.159644941, 617169.884340352, 617933.355864592, 618208.670333636, 618611.582110904, 4235660.70169426, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4233103.08817055, 4232971.27129105, 4226345.98792687, 4235106.1444268, 4243684.03196717, 4238091.6515911)"
Cyclopoida,North,2021,4,Apr,2969.8000082346043,"c(606794.492511994, 611198.516387825, 613220.180357754, 613271.840226934, 615175.384337085, 616126.159644941, 617169.884340352, 617933.355864592, 618208.670333636, 618611.582110904, 4235660.70169426, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4233103.08817055, 4232971.27129105, 4226345.98792687, 4235106.1444268, 4243684.03196717, 4238091.6515911)"
Cyclopoida,North,2021,5,May,5059.069864004403,"c(606794.492511994, 611198.516387825, 613220.180357754, 613271.840226934, 615175.384337085, 616126.159644941, 617169.884340352, 617933.355864592, 618208.670333636, 618611.582110904, 619164.036316794, 4235660.70169426, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4233103.08817055, 4232971.27129105, 4226345.98792687, 4235106.1444268, 4243684.03196717, 4238091.6515911, 4227934.60528126)"
Cyclopoida,North,2021,6,Jun,7768.629586515561,"c(606794.492511994, 610579.053705906, 611198.516387825, 613220.180357754, 613271.840226934, 613437.781171316, 614741.393289797, 615136.214560924, 615175.384337085, 616092.901266596, 616126.159644941, 616585.114345224, 617169.884340352, 617312.295093955, 617933.355864592, 618208.670333636, 618222.261359551, 618611.582110904, 619164.036316794, 620878.471533373, 623351.376138104, 623484.758678558, 4235660.70169426, 4216558.1801075, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4219061.30994194, 
4234924.64431914, 4233025.95100633, 4233103.08817055, 4232848.70954114, 4232971.27129105, 4225886.96755465, 4226345.98792687, 4229644.33286332, 4235106.1444268, 4243684.03196717, 4243770.80274362, 4238091.6515911, 4227934.60528126, 4251617.2865226, 4266425.99232107, 4259343.1937688)"
Cyclopoida,North,2021,12,Dec,832.69,"c(610490.997398422, 610669.538617929, 613263.309173824, 613779.556148341, 614741.65735606, 615136.214560924, 615345.198852705, 616092.901266596, 616468.868531201, 618222.261359551, 620878.471533373, 623351.376138104, 623484.758678558, 4216583.6202058, 4215966.77228402, 4219248.65948802, 4220028.52514462, 4234924.53707603, 4233025.95100633, 4223061.34937309, 4232848.70954114, 4226172.75115436, 4243770.80274362, 4251617.2865226, 4266425.99232107, 4259343.1937688)"
Cyclopoida,South,2021,3,Mar,1999.2206215904587,"c(614667.03644006, 619268.140229963, 621218.645926346, 624406.417504756, 625304.637251192, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 643306.117529073, 4212588.27696575, 4216665.27113133, 4211847.32628536, 4209025.21127715, 4216447.37592703, 4200599.90264995, 4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4203344.61184807)"
Cyclopoida,South,2021,4,Apr,3168.5238814100553,"c(614667.03644006, 619268.140229963, 621218.645926346, 624406.417504756, 625304.637251192, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 643306.117529073, 4212588.27696575, 4216665.27113133, 4211847.32628536, 4209025.21127715, 4216447.37592703, 4200599.90264995, 4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4203344.61184807)"
Cyclopoida,South,2021,5,May,7645.66542929345,"c(614667.03644006, 619268.140229963, 621218.645926346, 624406.417504756, 625304.637251192, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 643306.117529073, 4212588.27696575, 4216665.27113133, 4211847.32628536, 4209025.21127715, 4216447.37592703, 4200599.90264995, 4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4203344.61184807)"
Cyclopoida,South,2021,6,Jun,8952.546540916584,"c(614667.03644006, 615283.557383213, 619218.446446995, 619268.140229963, 621218.645926346, 624366.817025338, 624406.417504756, 625304.637251192, 625433.478890996, 625833.734896044, 625897.598068151, 626045.038747303, 626621.288270914, 629993.864693315, 630637.063092993, 631042.411603019, 631986.494447411, 632213.391466713, 635814.641065091, 636619.79049491, 643306.117529073, 643714.806261501, 4212588.27696575, 4212616.94732274, 4216524.70222468, 4216665.27113133, 4211847.32628536, 4209665.00022761, 
4209025.21127715, 4216447.37592703, 4215656.90272774, 4200599.90264995, 4191170.49136537, 4191138.34835578, 4200199.17865328, 4203686.01594768, 4212848.48900318, 4212418.79970465, 4218556.3405018, 4218517.84628381, 4207498.86371765, 4206775.29744412, 4203344.61184807, 4202890.03653371)"
