date,metric,route,median,lowerCI,upperCI,WY,wDay,doy,CY,wDate
2020-10-02,Survival,Interior Delta,4.1445470448147606e-4,2.7871878346855066e-6,9.186558663027179e-4,2021,3,276,2020,2021-10-02
2020-10-02,Routing Probability,Sacramento,0.5811672938935835,0.537289523680859,0.625167516138834,2021,3,276,2020,2021-10-02
2020-10-02,Routing Probability,Yolo,0,0,0,2021,3,276,2020,2021-10-02
2020-10-02,Routing Probability,Sutter,0.13876096922287826,0.11173163105468575,0.16883039084269527,2021,3,276,2020,2021-10-02
2020-10-02,Routing Probability,Steamboat,0.14601284460821293,0.11976696342967415,0.1722604573056592,2021,3,276,2020,2021-10-02
2020-10-02,Routing Probability,Interior Delta,0.13405889227532533,0.10281425286423017,0.16642614160660096,2021,3,276,2020,2021-10-02
2020-10-03,Survival,Overall,0.0016301443337566489,4.5004683777207407e-5,0.0038567043716233756,2021,4,277,2020,2021-10-03
2020-10-03,Survival,Sacramento,0.0014304379699130079,2.2602753420109326e-5,0.0031717949857083113,2021,4,277,2020,2021-10-03
2020-10-03,Survival,Yolo,0.3736811395474643,0.06743798525739303,0.6817569858769504,2021,4,277,2020,2021-10-03
2020-10-03,Survival,Sutter,0.003889310140575291,8.585861378389012e-5,0.008920753021436143,2021,4,277,2020,2021-10-03
2020-10-03,Survival,Steamboat,0.0013104097671218166,1.7420700589341046e-5,0.003040522017400274,2021,4,277,2020,2021-10-03
2020-10-03,Survival,Interior Delta,5.12461244890365e-4,4.471992533283327e-6,0.0011633144740535349,2021,4,277,2020,2021-10-03
2020-10-03,Routing Probability,Sacramento,0.5806988187628533,0.5365971322473085,0.6251324019703618,2021,4,277,2020,2021-10-03
2020-10-03,Routing Probability,Yolo,0,0,0,2021,4,277,2020,2021-10-03
2020-10-03,Routing Probability,Sutter,0.13882576247087614,0.11167609981684917,0.16909882552699546,2021,4,277,2020,2021-10-03
2020-10-03,Routing Probability,Steamboat,0.1462857922392547,0.11980294450435512,0.17279811159290656,2021,4,277,2020,2021-10-03
2020-10-03,Routing Probability,Interior Delta,0.13418962652701583,0.10281126733064072,0.16670489095708935,2021,4,277,2020,2021-10-03
2020-10-04,Survival,Overall,0.001929667243051877,6.424002720053931e-5,0.004631698818011084,2021,5,278,2020,2021-10-04
2020-10-04,Survival,Sacramento,0.0017052979004414245,3.5037848446305255e-5,0.003832505718126521,2021,5,278,2020,2021-10-04
2020-10-04,Survival,Yolo,0.377853885993138,0.07387370059852404,0.6817253591910282,2021,5,278,2020,2021-10-04
2020-10-04,Survival,Sutter,0.004518862585228232,1.237612066100931e-4,0.010515450935358902,2021,5,278,2020,2021-10-04
2020-10-04,Survival,Steamboat,0.0015944984253088185,2.6907171406066154e-5,0.0037348318970958287,2021,5,278,2020,2021-10-04
2020-10-04,Survival,Interior Delta,6.048887125898593e-4,6.774177324558792e-6,0.0014007020474068133,2021,5,278,2020,2021-10-04
2020-10-04,Routing Probability,Sacramento,0.5802498529066452,0.5360257850410368,0.6250756109527421,2021,5,278,2020,2021-10-04
2020-10-04,Routing Probability,Yolo,0,0,0,2021,5,278,2020,2021-10-04
2020-10-04,Routing Probability,Sutter,0.13889022764416115,0.11162260296622661,0.169360237064559,2021,5,278,2020,2021-10-04
2020-10-04,Routing Probability,Steamboat,0.146555673660517,0.11985939277883063,0.17330795984666708,2021,5,278,2020,2021-10-04
2020-10-04,Routing Probability,Interior Delta,0.1343042457886766,0.10283543998203916,0.1669676570816633,2021,5,278,2020,2021-10-04
2020-10-05,Survival,Overall,0.002522306654810432,1.1012958822499205e-4,0.0061591702293821845,2021,6,279,2020,2021-10-05
2020-10-05,Survival,Sacramento,0.0022454903675055383,6.33399035911672e-5,0.0052846520574003535,2021,6,279,2020,2021-10-05
2020-10-05,Survival,Yolo,0.3831250304534144,0.0809340800045376,0.6805883477799036,2021,6,279,2020,2021-10-05
2020-10-05,Survival,Sutter,0.005780018302646057,2.1238235120413703e-4,0.013903397793153874,2021,6,279,2020,2021-10-05
2020-10-05,Survival,Steamboat,0.0021505242332578666,4.645963722432993e-5,0.005146175957005997,2021,6,279,2020,2021-10-05
2020-10-05,Survival,Interior Delta,7.940538426632444e-4,1.1748700242032387e-5,0.0018202531497961457,2021,6,279,2020,2021-10-05
2020-10-05,Routing Probability,Sacramento,0.5799111310039609,0.5355313298355168,0.6250229114000928,2021,6,279,2020,2021-10-05
2020-10-05,Routing Probability,Yolo,0,0,0,2021,6,279,2020,2021-10-05
2020-10-05,Routing Probability,Sutter,0.13894053318101748,0.11157933812455471,0.169559781916658,2021,6,279,2020,2021-10-05
2020-10-05,Routing Probability,Steamboat,0.14676520792587067,0.119913135354355,0.1736986057995729,2021,6,279,2020,2021-10-05
2020-10-05,Routing Probability,Interior Delta,0.13438312788915102,0.10285474471333259,0.16719851653030246,2021,6,279,2020,2021-10-05
2020-10-06,Survival,Overall,0.003515942340696501,2.0735268189655485e-4,0.008622244690993972,2021,7,280,2020,2021-10-06
2020-10-06,Survival,Sacramento,0.0031502009134712415,1.2121570123306427e-4,0.007732522333846043,2021,7,280,2020,2021-10-06
2020-10-06,Survival,Yolo,0.38943337732221384,0.09262326700467106,0.6801773831924252,2021,7,280,2020,2021-10-06
2020-10-06,Survival,Sutter,0.007891342759299367,3.977501108332483e-4,0.019452210337524183,2021,7,280,2020,2021-10-06
2020-10-06,Survival,Steamboat,0.0030866748535388687,8.708473820312148e-5,0.007721724826600019,2021,7,280,2020,2021-10-06
2020-10-06,Survival,Interior Delta,0.0011163048639561068,2.275178103119729e-5,0.0026491033442374336,2021,7,280,2020,2021-10-06
2020-10-06,Routing Probability,Sacramento,0.5797065931897282,0.5352115233996747,0.6249934360974847,2021,7,280,2020,2021-10-06
2020-10-06,Routing Probability,Yolo,0,0,0,2021,7,280,2020,2021-10-06
2020-10-06,Routing Probability,Sutter,0.1389698274422021,0.11156828977949125,0.1696758020067139,2021,7,280,2020,2021-10-06
2020-10-06,Routing Probability,Steamboat,0.1468880257564786,0.11995114032734043,0.17391877814943796,2021,7,280,2020,2021-10-06
2020-10-06,Routing Probability,Interior Delta,0.13443555361159112,0.10283437491557573,0.16731625731458602,2021,7,280,2020,2021-10-06
2020-10-07,Survival,Overall,0.004586614716015361,3.6073916665232617e-4,0.01107210601541627,2021,8,281,2020,2021-10-07
2020-10-07,Survival,Sacramento,0.0041229720021775905,2.1627607302877847e-4,0.00994987892440406,2021,8,281,2020,2021-10-07
2020-10-07,Survival,Yolo,0.3931268947766629,0.09810877533905023,0.6789869085181293,2021,8,281,2020,2021-10-07
2020-10-07,Survival,Sutter,0.010140578654032815,7.04814557072538e-4,0.024656327420710538,2021,8,281,2020,2021-10-07
2020-10-07,Survival,Steamboat,0.004127404933639869,1.5836993368511674e-4,0.010320665253860217,2021,8,281,2020,2021-10-07
2020-10-07,Survival,Interior Delta,0.0014667616692088086,4.067957240399665e-5,0.0035962539567621073,2021,8,281,2020,2021-10-07
2020-10-07,Routing Probability,Sacramento,0.5795355766915699,0.5349173700430863,0.6249769611730751,2021,8,281,2020,2021-10-07
2020-10-07,Routing Probability,Yolo,0,0,0,2021,8,281,2020,2021-10-07
2020-10-07,Routing Probability,Sutter,0.13899247714601118,0.11156913229249901,0.16976609878440502,2021,8,281,2020,2021-10-07
2020-10-07,Routing Probability,Steamboat,0.14698430696004341,0.12002914165800678,0.17408303555482388,2021,8,281,2020,2021-10-07
2020-10-07,Routing Probability,Interior Delta,0.1344876392023756,0.10281170041015356,0.16741641430356538,2021,8,281,2020,2021-10-07
2020-10-08,Survival,Overall,0.007879196177927561,9.482517031756859e-4,0.019381580334900502,2021,9,282,2020,2021-10-08
2020-10-08,Survival,Sacramento,0.007078214065752722,5.129524935720333e-4,0.017335797107719673,2021,9,282,2020,2021-10-08
2020-10-08,Survival,Yolo,0.40301470250101123,0.11540257913390316,0.6763051806299493,2021,9,282,2020,2021-10-08
2020-10-08,Survival,Sutter,0.01731727934706089,0.001704333596628544,0.04259296373873569,2021,9,282,2020,2021-10-08
2020-10-08,Survival,Steamboat,0.0072160177061616065,4.084901914565401e-4,0.017809998588364948,2021,9,282,2020,2021-10-08
2020-10-08,Survival,Interior Delta,0.00255023934288771,1.0026052983215641e-4,0.006294064096855841,2021,9,282,2020,2021-10-08
2020-10-08,Routing Probability,Sacramento,0.5793217899064462,0.5345544488845821,0.6249570657570773,2021,9,282,2020,2021-10-08
2020-10-08,Routing Probability,Yolo,0,0,0,2021,9,282,2020,2021-10-08
2020-10-08,Routing Probability,Sutter,0.13902045092236753,0.11157017167558016,0.16987893609618535,2021,9,282,2020,2021-10-08
2020-10-08,Routing Probability,Steamboat,0.14710327110840257,0.1200888221677165,0.17426112940630814,2021,9,282,2020,2021-10-08
2020-10-08,Routing Probability,Interior Delta,0.1345544880627836,0.10279171871827458,0.1675382471798732,2021,9,282,2020,2021-10-08
2020-10-09,Survival,Overall,0.010266082431518372,0.001458329012218035,0.024911455754853838,2021,10,283,2020,2021-10-09
2020-10-09,Survival,Sacramento,0.009205942659309085,8.331834230600862e-4,0.022268405419089282,2021,10,283,2020,2021-10-09
2020-10-09,Survival,Yolo,0.408740822193571,0.1273902755524414,0.6745916935360246,2021,10,283,2020,2021-10-09
2020-10-09,Survival,Sutter,0.022553979431471836,0.002742167021406894,0.05331377181732396,2021,10,283,2020,2021-10-09
2020-10-09,Survival,Steamboat,0.009481824577419772,6.489989274679284e-4,0.023102322359505354,2021,10,283,2020,2021-10-09
2020-10-09,Survival,Interior Delta,0.003336264266833527,0.00015346996822460627,0.008210299015008044,2021,10,283,2020,2021-10-09
2020-10-09,Routing Probability,Sacramento,0.5790441972851113,0.5341087162051008,0.6248875043574744,2021,10,283,2020,2021-10-09
2020-10-09,Routing Probability,Yolo,0,0,0,2021,10,283,2020,2021-10-09
2020-10-09,Routing Probability,Sutter,0.13905787543460232,0.11156308541686828,0.17000780196554766,2021,10,283,2020,2021-10-09
2020-10-09,Routing Probability,Steamboat,0.14726146776465712,0.12012273191638935,0.1744760442662336,2021,10,283,2020,2021-10-09
2020-10-09,Routing Probability,Interior Delta,0.13463645951562928,0.10278632163461526,0.1677048943108099,2021,10,283,2020,2021-10-09
2020-10-10,Survival,Overall,0.01079725326082642,0.0016433500119110126,0.025874492442345957,2021,11,284,2020,2021-10-10
2020-10-10,Survival,Sacramento,0.009631751347358646,9.007650810689946e-4,0.023080161588424596,2021,11,284,2020,2021-10-10
2020-10-10,Survival,Yolo,0.41083401240355516,0.13239186049916724,0.6744818295139425,2021,11,284,2020,2021-10-10
2020-10-10,Survival,Sutter,0.02388873086655224,0.003084664938912211,0.055768624047909256,2021,11,284,2020,2021-10-10
2020-10-10,Survival,Steamboat,0.010009973623988463,7.169145028147945e-4,0.024984748037887954,2021,11,284,2020,2021-10-10
2020-10-10,Survival,Interior Delta,0.0035210926343819497,1.6497559295210648e-4,0.008638832266174689,2021,11,284,2020,2021-10-10
2020-10-10,Routing Probability,Sacramento,0.578742352576234,0.5336653266459049,0.6248193890356907,2021,11,284,2020,2021-10-10
2020-10-10,Routing Probability,Yolo,0,0,0,2021,11,284,2020,2021-10-10
2020-10-10,Routing Probability,Sutter,0.13910187041073555,0.11155899577315584,0.1701174868429987,2021,11,284,2020,2021-10-10
2020-10-10,Routing Probability,Steamboat,0.1474451674540291,0.1201443863677016,0.1747547662488204,2021,11,284,2020,2021-10-10
2020-10-10,Routing Probability,Interior Delta,0.13471060955900138,0.102776133321265,0.16787654715578385,2021,11,284,2020,2021-10-10
2020-10-11,Survival,Overall,0.013536030426702143,0.0023643650864639226,0.03049261744431145,2021,12,285,2020,2021-10-11
2020-10-11,Survival,Sacramento,0.011993944845085187,0.0012882176232398926,0.028768560362780318,2021,12,285,2020,2021-10-11
2020-10-11,Survival,Yolo,0.4172476973227551,0.14556641537453438,0.6737910447148565,2021,12,285,2020,2021-10-11
2020-10-11,Survival,Sutter,0.03028380464034122,0.004567601927375718,0.06886073113485225,2021,12,285,2020,2021-10-11
2020-10-11,Survival,Steamboat,0.01253540477676172,0.0010341861024126633,0.03079670612683624,2021,12,285,2020,2021-10-11
2020-10-11,Survival,Interior Delta,0.004446709472040943,2.3566247446908317e-4,0.011053458058213492,2021,12,285,2020,2021-10-11
2020-10-11,Routing Probability,Sacramento,0.5785330569147334,0.5333521300517198,0.6246307338307925,2021,12,285,2020,2021-10-11
2020-10-11,Routing Probability,Yolo,0,0,0,2021,12,285,2020,2021-10-11
2020-10-11,Routing Probability,Sutter,0.13913313976553546,0.11155630863631433,0.17019053881657814,2021,12,285,2020,2021-10-11
2020-10-11,Routing Probability,Steamboat,0.14757538913801788,0.12022225101970119,0.17499063190931416,2021,12,285,2020,2021-10-11
2020-10-11,Routing Probability,Interior Delta,0.13475841418171317,0.10276827948056094,0.1680040392952534,2021,12,285,2020,2021-10-11
2020-10-12,Survival,Overall,0.013173004867594668,0.0023180253367010495,0.029676832732678102,2021,13,286,2020,2021-10-12
2020-10-12,Survival,Sacramento,0.011585475413226234,0.00122284734053754,0.02807143248099904,2021,13,286,2020,2021-10-12
2020-10-12,Survival,Yolo,0.4198114974250035,0.15123418181687523,0.6741566480885718,2021,13,286,2020,2021-10-12
2020-10-12,Survival,Sutter,0.029908968690940924,0.004450455471826351,0.06869423135801353,2021,13,286,2020,2021-10-12
2020-10-12,Survival,Steamboat,0.012125290844096887,9.477390468949071e-4,0.029894499111575767,2021,13,286,2020,2021-10-12
2020-10-12,Survival,Interior Delta,0.004341791991577871,2.1573182482827825e-4,0.01067929051628742,2021,13,286,2020,2021-10-12
2020-10-12,Routing Probability,Sacramento,0.5783954225250755,0.5330840218522169,0.6245377144114207,2021,13,286,2020,2021-10-12
2020-10-12,Routing Probability,Yolo,0,0,0,2021,13,286,2020,2021-10-12
2020-10-12,Routing Probability,Sutter,0.13915008614147928,0.11153083493553421,0.1702351733529835,2021,13,286,2020,2021-10-12
2020-10-12,Routing Probability,Steamboat,0.14764847454025945,0.12025813983776855,0.1751465764984968,2021,13,286,2020,2021-10-12
2020-10-12,Routing Probability,Interior Delta,0.13480601679318585,0.10276785348079194,0.16815858778753925,2021,13,286,2020,2021-10-12
2020-10-13,Survival,Overall,0.012393981736076788,0.0021459850772847337,0.028220360576902102,2021,14,287,2020,2021-10-13
2020-10-13,Survival,Sacramento,0.010816933019275441,0.0010706706544890642,0.026177283709410512,2021,14,287,2020,2021-10-13
2020-10-13,Survival,Yolo,0.4231524498082924,0.15757169340875385,0.6740799455198009,2021,14,287,2020,2021-10-13
2020-10-13,Survival,Sutter,0.028596287056379618,0.004087824062805737,0.06562809608992273,2021,14,287,2020,2021-10-13
2020-10-13,Survival,Steamboat,0.01131778243848747,8.286978123088136e-4,0.027896320962521107,2021,14,287,2020,2021-10-13
2020-10-13,Survival,Interior Delta,0.004078880745601988,1.901947357851105e-4,0.010160717682194027,2021,14,287,2020,2021-10-13
2020-10-13,Routing Probability,Sacramento,0.5781687266905463,0.5326810632782429,0.6242825056985175,2021,14,287,2020,2021-10-13
2020-10-13,Routing Probability,Yolo,0,0,0,2021,14,287,2020,2021-10-13
2020-10-13,Routing Probability,Sutter,0.1391785279666523,0.11148150297753817,0.1703141004778394,2021,14,287,2020,2021-10-13
2020-10-13,Routing Probability,Steamboat,0.14777037004601848,0.12030885102732755,0.17542218176012409,2021,14,287,2020,2021-10-13
2020-10-13,Routing Probability,Interior Delta,0.13488237529678285,0.10276361917699413,0.16841821468558024,2021,14,287,2020,2021-10-13
2020-10-14,Survival,Overall,0.009802613223823597,0.0014705995586540316,0.023571415270327783,2021,15,288,2020,2021-10-14
2020-10-14,Survival,Sacramento,0.008499777638130446,6.899325145400204e-4,0.020717859075621792,2021,15,288,2020,2021-10-14
2020-10-14,Survival,Yolo,0.42484448028062033,0.15481141897652612,0.6747055980778771,2021,15,288,2020,2021-10-14
2020-10-14,Survival,Sutter,0.022948208781363482,0.002775686144818704,0.05387250716191828,2021,15,288,2020,2021-10-14
2020-10-14,Survival,Steamboat,0.008880161069165778,5.522779748192772e-4,0.022303228683843983,2021,15,288,2020,2021-10-14
2020-10-14,Survival,Interior Delta,0.003196385435591974,1.2274530574610118e-4,0.008080624146516101,2021,15,288,2020,2021-10-14
2020-10-14,Routing Probability,Sacramento,0.5778359809515579,0.5321631656604844,0.6240881653887222,2021,15,288,2020,2021-10-14
2020-10-14,Routing Probability,Yolo,0,0,0,2021,15,288,2020,2021-10-14
2020-10-14,Routing Probability,Sutter,0.13922438068139487,0.11139973108911999,0.17042587840813414,2021,15,288,2020,2021-10-14
2020-10-14,Routing Probability,Steamboat,0.14796341672567975,0.12034018243857075,0.1757340453399765,2021,15,288,2020,2021-10-14
2020-10-14,Routing Probability,Interior Delta,0.1349762216413675,0.10271359164894202,0.16872987949251447,2021,15,288,2020,2021-10-14
2020-10-15,Survival,Overall,0.008323804483080238,0.001121892381855467,0.020408802594051985,2021,16,289,2020,2021-10-15
2020-10-15,Survival,Sacramento,0.007193154906201235,5.342999901796927e-4,0.0176938429769014,2021,16,289,2020,2021-10-15
2020-10-15,Survival,Yolo,0.4283747639345119,0.15244119493390654,0.6754394431632615,2021,16,289,2020,2021-10-15
2020-10-15,Survival,Sutter,0.019649235053522177,0.00212001227692763,0.04687315894562327,2021,16,289,2020,2021-10-15
2020-10-15,Survival,Steamboat,0.007504146790776757,4.2381582055023526e-4,0.018798180451190832,2021,16,289,2020,2021-10-15
2020-10-15,Survival,Interior Delta,0.002685847058262587,9.500269187875117e-5,0.006650084593296777,2021,16,289,2020,2021-10-15
2020-10-15,Routing Probability,Sacramento,0.5774931352663042,0.5316441560878886,0.6237578671969646,2021,16,289,2020,2021-10-15
2020-10-15,Routing Probability,Yolo,0,0,0,2021,16,289,2020,2021-10-15
2020-10-15,Routing Probability,Sutter,0.1392724550985218,0.11131321255380178,0.170530501644525,2021,16,289,2020,2021-10-15
2020-10-15,Routing Probability,Steamboat,0.14816510009411768,0.12034127126973634,0.17607538955751045,2021,16,289,2020,2021-10-15
2020-10-15,Routing Probability,Interior Delta,0.13506930954105636,0.10266274974625111,0.16895552398846206,2021,16,289,2020,2021-10-15
2020-10-16,Survival,Overall,0.005906119694201369,6.202532860620841e-4,0.014636464705237773,2021,17,290,2020,2021-10-16
2020-10-16,Survival,Sacramento,0.005100594494606215,3.2898748251405745e-4,0.012437444409834611,2021,17,290,2020,2021-10-16
2020-10-16,Survival,Yolo,0.42843037629152914,0.14000790301544241,0.6762237928255146,2021,17,290,2020,2021-10-16
2020-10-16,Survival,Sutter,0.013989451526253192,0.001184508910337963,0.03432281888761898,2021,17,290,2020,2021-10-16
2020-10-16,Survival,Steamboat,0.005314162477001432,2.6237632141137883e-4,0.013006978941582693,2021,17,290,2020,2021-10-16
2020-10-16,Survival,Interior Delta,0.0018698913426179792,6.061143359274762e-5,0.004547917226148157,2021,17,290,2020,2021-10-16
2020-10-16,Routing Probability,Sacramento,0.577167403074686,0.5310521119116448,0.6234445376234717,2021,17,290,2020,2021-10-16
2020-10-16,Routing Probability,Yolo,0,0,0,2021,17,290,2020,2021-10-16
2020-10-16,Routing Probability,Sutter,0.1393178340254014,0.11123676439126388,0.170747611572694,2021,17,290,2020,2021-10-16
2020-10-16,Routing Probability,Steamboat,0.14835552422519283,0.12034253986413695,0.17645298629832742,2021,17,290,2020,2021-10-16
2020-10-16,Routing Probability,Interior Delta,0.13515923867471985,0.10261965107610777,0.16915865262228444,2021,17,290,2020,2021-10-16
2020-10-17,Survival,Overall,0.006427613116428687,7.506060497514577e-4,0.01586555508189488,2021,18,291,2020,2021-10-17
2020-10-17,Survival,Sacramento,0.005550193227895661,4.002838124230255e-4,0.013714071260756596,2021,18,291,2020,2021-10-17
2020-10-17,Survival,Yolo,0.43604546609939837,0.14802592553965274,0.6772883075458019,2021,18,291,2020,2021-10-17
2020-10-17,Survival,Sutter,0.015232100246687991,0.0014134611353316593,0.037145487621592685,2021,18,291,2020,2021-10-17
2020-10-17,Survival,Steamboat,0.005804605836675627,3.229076901499807e-4,0.014145101010501995,2021,18,291,2020,2021-10-17
2020-10-17,Survival,Interior Delta,0.0020116782920830234,7.350609105044081e-5,0.004928761739725766,2021,18,291,2020,2021-10-17
2020-10-17,Routing Probability,Sacramento,0.5768534409492355,0.5304651610987992,0.6231353870151144,2021,18,291,2020,2021-10-17
2020-10-17,Routing Probability,Yolo,0,0,0,2021,18,291,2020,2021-10-17
2020-10-17,Routing Probability,Sutter,0.13936292879448384,0.11119828300577662,0.17099567227991555,2021,18,291,2020,2021-10-17
2020-10-17,Routing Probability,Steamboat,0.14854368324713335,0.12034396602944214,0.17687661733342602,2021,18,291,2020,2021-10-17
2020-10-17,Routing Probability,Interior Delta,0.13523994700914732,0.10257921271115666,0.1693340451725428,2021,18,291,2020,2021-10-17
2020-10-18,Survival,Overall,0.006497122873355029,7.690210861066481e-4,0.015750345621051817,2021,19,292,2020,2021-10-18
2020-10-18,Survival,Sacramento,0.005653938848929273,4.670207661559748e-4,0.013713303164058293,2021,19,292,2020,2021-10-18
2020-10-18,Survival,Yolo,0.44280504934859527,0.1511554069636977,0.6758257392599892,2021,19,292,2020,2021-10-18
2020-10-18,Survival,Sutter,0.015211554865975826,0.00149635716478673,0.036612009874482876,2021,19,292,2020,2021-10-18
2020-10-18,Survival,Steamboat,0.005907128752313165,3.725938904593689e-4,0.014532762980889668,2021,19,292,2020,2021-10-18
2020-10-18,Survival,Interior Delta,0.0019889088154423093,8.607455826197483e-5,0.004796709258649452,2021,19,292,2020,2021-10-18
2020-10-18,Routing Probability,Sacramento,0.5766063030877434,0.5300859530603287,0.6229382937298041,2021,19,292,2020,2021-10-18
2020-10-18,Routing Probability,Yolo,0,0,0,2021,19,292,2020,2021-10-18
2020-10-18,Routing Probability,Sutter,0.13940049355637835,0.11117482945292691,0.17105795127312914,2021,19,292,2020,2021-10-18
2020-10-18,Routing Probability,Steamboat,0.14869895284185577,0.12034531262040737,0.1772366398630981,2021,19,292,2020,2021-10-18
2020-10-18,Routing Probability,Interior Delta,0.1352942505140225,0.1025540587268963,0.16944835102738467,2021,19,292,2020,2021-10-18
2020-10-19,Survival,Overall,0.006600296904838679,8.608560364164765e-4,0.015775401211417822,2021,20,293,2020,2021-10-19
2020-10-19,Survival,Sacramento,0.005850919099632347,5.631877890191661e-4,0.013882564571445969,2021,20,293,2020,2021-10-19
2020-10-19,Survival,Yolo,0.4494686077333266,0.15544641071545742,0.678217247470876,2021,20,293,2020,2021-10-19
2020-10-19,Survival,Sutter,0.014942120268870858,0.0015963313287905205,0.035198451654361904,2021,20,293,2020,2021-10-19
2020-10-19,Survival,Steamboat,0.006105768831230572,4.6564771258841473e-4,0.014495504342631329,2021,20,293,2020,2021-10-19
2020-10-19,Survival,Interior Delta,0.0019624414594579813,1.0532849469404944e-4,0.004644519805085484,2021,20,293,2020,2021-10-19
2020-10-19,Routing Probability,Sacramento,0.5764839956329575,0.5299018155843909,0.6229192590027879,2021,20,293,2020,2021-10-19
2020-10-19,Routing Probability,Yolo,0,0,0,2021,20,293,2020,2021-10-19
2020-10-19,Routing Probability,Sutter,0.13942008162101943,0.11116235946484075,0.17108818510172047,2021,20,293,2020,2021-10-19
2020-10-19,Routing Probability,Steamboat,0.14877920026901356,0.12035573348208764,0.17742834365547713,2021,20,293,2020,2021-10-19
2020-10-19,Routing Probability,Interior Delta,0.13531672247700952,0.10255606023861154,0.16949256559231654,2021,20,293,2020,2021-10-19
2020-10-20,Survival,Overall,0.006061607175550433,8.528832497323893e-4,0.014175831103814988,2021,21,294,2020,2021-10-20
2020-10-20,Survival,Sacramento,0.005541994169731782,0.00066404398920292965,0.012844523052337728,2021,21,294,2020,2021-10-20
2020-10-20,Survival,Yolo,0.4517529894289462,0.14799565675270646,0.6822313369984142,2021,21,294,2020,2021-10-20
2020-10-20,Survival,Sutter,0.012840392793503824,0.0014527886075783722,0.030634613508117834,2021,21,294,2020,2021-10-20
2020-10-20,Survival,Steamboat,0.005823037488037616,6.158657649224828e-4,0.013377550676078976,2021,21,294,2020,2021-10-20
2020-10-20,Survival,Interior Delta,0.0017310176937561051,1.346216546702771e-4,0.003919558910698433,2021,21,294,2020,2021-10-20
2020-10-20,Routing Probability,Sacramento,0.5764594240162146,0.5298665505702332,0.6229196615245934,2021,21,294,2020,2021-10-20
2020-10-20,Routing Probability,Yolo,0,0,0,2021,21,294,2020,2021-10-20
2020-10-20,Routing Probability,Sutter,0.13942510218075319,0.11115880035687034,0.17109681443327757,2021,21,294,2020,2021-10-20
2020-10-20,Routing Probability,Steamboat,0.148799098461315,0.1203601205015978,0.1774821290277552,2021,21,294,2020,2021-10-20
2020-10-20,Routing Probability,Interior Delta,0.13531637534171723,0.10255374702394957,0.16948576486833736,2021,21,294,2020,2021-10-20
2020-10-21,Survival,Overall,0.00854358368010624,0.0015210249704674882,0.019051533067974424,2021,22,295,2020,2021-10-21
2020-10-21,Survival,Sacramento,0.008013610931879066,0.001303899879224717,0.018230263347941533,2021,22,295,2020,2021-10-21
2020-10-21,Survival,Yolo,0.45994749043816063,0.15940813961789346,0.682531309821462,2021,22,295,2020,2021-10-21
2020-10-21,Survival,Sutter,0.016930470765961565,0.0025401474109461378,0.03825725871262096,2021,22,295,2020,2021-10-21
2020-10-21,Survival,Steamboat,0.008568435217154053,0.0012039618873541384,0.01952238442301182,2021,22,295,2020,2021-10-21
2020-10-21,Survival,Interior Delta,0.0023776095322485514,2.582927261230165e-4,0.005367734542660719,2021,22,295,2020,2021-10-21
2020-10-21,Routing Probability,Sacramento,0.576501950228707,0.5299342387237804,0.6229339349714008,2021,22,295,2020,2021-10-21
2020-10-21,Routing Probability,Yolo,0,0,0,2021,22,295,2020,2021-10-21
