period_or_week,surveydate,survey_id,river,river_mile,section,species,run,count,clip,sex,forklength,disposition,condition,spawn,disctag,floytag,cwt_tag,comments_othermarks,sample_id,sample_type,head_id,scale_id,tissue_id,otolith_id,year
1,2018-05-02,5,USRB,296,2,Chinook,Winter,1,Clipped,M,810,Not Chopped,Fresh,Unspawned,9562,O-237,NA,Floy-O-237,7001,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
1,2018-05-02,5,USRB,296,2,Chinook,Winter,1,No Clip,F,840,Not Chopped,Fresh,Spawned,9563,NA,NA,Wanded,7002,Tissue-Scale-Otolith,NA,NA,NA,NA,2018
1,2018-05-02,6,USRB,296,2,Chinook,Winter,1,Clipped,F,775,Not Chopped,Fresh,Unspawned,5610,NA,NA,NA,5001,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
1,2018-05-02,6,USRB,297,2,Chinook,Winter,1,No Clip,F,902,Not Chopped,Non-Fresh,Spawned,5612,NA,NA,NA,5003,Tissue-Scale-Otolith,NA,NA,NA,NA,2018
1,2018-05-02,6,USRB,297,2,Chinook,Winter,1,No Clip,F,853,Not Chopped,Fresh,Spawned,5611,NA,NA,NA,5002,Tissue-Scale-Otolith,NA,NA,NA,NA,2018
2,2018-05-05,14,USRB,296,2,Chinook,Winter,1,Clipped,M,878,Not Chopped,Fresh,Spawned,7151,NA,NA,NA,7010,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
3,2018-05-08,21,USRB,297,2,Chinook,Winter,1,Clipped,M,997,Not Chopped,Fresh,Spawned,8812,NA,NA,NA,7012,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
3,2018-05-08,21,USRB,297,2,Chinook,Winter,1,No Clip,F,816,Not Chopped,Fresh,Spawned,8813,NA,NA,NA,7013,Tissue-Scale-Otolith,NA,NA,NA,NA,2018
3,2018-05-08,21,USRB,297,2,Chinook,Winter,1,No Clip,M,956,Not Chopped,Fresh,Unspawned,8807,NA,NA,NA,7011,Tissue-Scale-Otolith,NA,NA,NA,NA,2018
4,2018-05-11,30,USRB,296,2,Chinook,Winter,1,Clipped,M,700,Not Chopped,Fresh,Unspawned,3709,NA,NA,Eyes will be removed in cwt lab,7014,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
4,2018-05-11,30,USRB,296,2,Chinook,Winter,1,Clipped,M,860,Not Chopped,Fresh,Unspawned,3710,NA,NA,Eyes will be removed in cwt lab,7015,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
4,2018-05-11,29,USRB,298,2,Chinook,Winter,1,Clipped,M,780,Chopped,Fresh,Unspawned,NA,NA,NA,Eyes will be removed in cwt lab,5004,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
5,2018-05-14,38,USRB,296,2,Chinook,Winter,1,No Clip,F,909,Not Chopped,Fresh,Spawned,5105,NA,NA,Wanded,7016,Tissue-Scale-Otolith,NA,NA,NA,NA,2018
8,2018-05-23,64,USRB,301,1,Chinook,Winter,1,Clipped,M,910,Chopped,Fresh,Unspawned,NA,NA,NA,Eyes will be removed in cwt lab,5005,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
8,2018-05-23,61,USRB,297,2,Chinook,Winter,1,Clipped,F,783,Not Chopped,Fresh,Spawned,5965,NA,NA,Eyes will be removed in cwt lab,7017,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
9,2018-05-25,67,USRB,294,3,Chinook,Winter,1,Clipped,F,786,Not Chopped,Fresh,Spawned,2931,NA,NA,Eyes will be removed in cwt lab,5006,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
9,2018-05-26,71,USRB,300,1,Chinook,Winter,1,Unknown,M,NA,Chopped,Fresh,Unknown,NA,NA,NA,Bobcat chewed; unable to recover body; Eyes will be removed in cwt lab,5010,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
9,2018-05-26,69,USRB,296,2,Chinook,Winter,1,Clipped,F,712,Not Chopped,Fresh,Spawned,2933,NA,NA,Eyes will be removed in cwt lab,5008,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
9,2018-05-26,69,USRB,296,2,Chinook,Winter,1,Clipped,F,792,Not Chopped,Fresh,Spawned,2932,NA,NA,Eyes will be removed in cwt lab,5007,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
9,2018-05-26,69,USRB,298,2,Chinook,Winter,1,Clipped,M,962,Chopped,Non-Fresh,Spawned,NA,NA,NA,otter chew; Eyes will be removed in cwt lab; AH reports head very gooey eyes are not likely,5009,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
10,2018-05-28,76,USRB,289,3,Chinook,Winter,1,Clipped,F,692,Not Chopped,Fresh,Spawned,2890,NA,NA,Eyes will be removed in cwt lab,5011,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
10,2018-05-28,75,USRB,295,3,Chinook,Winter,1,Clipped,M,860,Not Chopped,Fresh,Spawned,3486,NA,NA,Eyes will be removed in cwt lab,7018,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
10,2018-05-28,75,USRB,296,3,Chinook,Winter,1,Clipped,M,870,Not Chopped,Fresh,Spawned,3487,NA,NA,Eyes will be removed in cwt lab,7019,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
10,2018-05-29,77,USRB,297,2,Chinook,Winter,1,Clipped,F,741,Chopped,Non-Fresh,Spawned,NA,NA,NA,Eyes will be removed in cwt lab,7020,Tissue-Head-Otolith-E,NA,NA,NA,NA,2018
10,2018-05-29,77,USRB,297,2,Chinook,Winter,1,Clipped,F,700,Not Chopped,Non-Fresh,Spawned,3488,NA,NA,Eyes will be removed in cwt lab,7021,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
11,2018-05-31,84,USRB,292,3,Chinook,Winter,1,Clipped,M,710,Chopped,Fresh,Spawned,NA,NA,NA,Fresh chop; Otter eaten; no disc; Eyes will be removed in cwt lab,7022,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
11,2018-06-01,86,USRB,297,2,Chinook,Winter,1,Clipped,F,720,Not Chopped,Non-Fresh,Spawned,4283,NA,NA,Otter chewed but decided to tag.,7023,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
12,2018-06-02,90,USRB,276,4,Chinook,Winter,1,Clipped,M,1040,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,5012,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
12,2018-06-03,91,USRB,292,3,Chinook,Winter,1,Clipped,F,785,Not Chopped,Fresh,Spawned,3989,NA,NA,NA,7024,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
12,2018-06-03,91,USRB,294,3,Chinook,Winter,1,Clipped,F,775,Not Chopped,Fresh,Spawned,3994,NA,NA,NA,7025,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
12,2018-06-03,91,USRB,295,3,Chinook,Winter,1,Clipped,F,770,Not Chopped,Fresh,Spawned,3993,NA,NA,NA,7026,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
12,2018-06-04,96,USRB,298,1,Chinook,Winter,1,Unknown,F,NA,Chopped,Non-Fresh,Unknown,NA,NA,NA,Skeleton cwt wand positive; took head,5014,Head,NA,NA,NA,NA,2018
12,2018-06-04,96,USRB,299,1,Chinook,Winter,1,Clipped,M,812,Not Chopped,Fresh,Unspawned,5614,NA,NA,NA,5015,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
12,2018-06-04,96,USRB,300,1,Chinook,Winter,1,Clipped,M,880,Not Chopped,Fresh,Spawned,5615,NA,NA,NA,5016,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
12,2018-06-04,94,USRB,296,2,Chinook,Winter,1,Clipped,F,725,Not Chopped,Fresh,Spawned,5613,NA,NA,No eyes,5013,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
13,2018-06-07,103,USRB,301,1,Chinook,Winter,1,Clipped,M,588,Not Chopped,Fresh,Unspawned,7156,NA,NA,NA,5018,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
13,2018-06-07,102,USRB,296,2,Chinook,Winter,1,Clipped,M,952,Not Chopped,Fresh,Spawned,7153,NA,NA,NA,7027,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
13,2018-06-07,101,USRB,297,2,Chinook,Winter,1,Clipped,M,845,Not Chopped,Fresh,Spawned,7155,NA,NA,Scale sample lost,5017,Tissue-Head-Otolith-E,NA,NA,NA,NA,2018
13,2018-06-07,102,USRB,297,2,Chinook,Winter,1,Clipped,F,788,Not Chopped,Non-Fresh,Spawned,7154,NA,NA,NA,7028,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
14,2018-06-10,110,USRB,296,2,Chinook,Winter,1,Clipped,F,745,Not Chopped,Non-Fresh,Spawned,8818,NA,NA,NA,5020,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
14,2018-06-10,110,USRB,296,2,Chinook,Winter,1,Clipped,F,728,Not Chopped,Fresh,Unspawned,8819,O-419,NA,Floy Orange-419; no second tag,5021,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
14,2018-06-10,109,USRB,296,2,Chinook,Winter,1,Clipped,M,850,Not Chopped,Fresh,Spawned,8808,NA,NA,NA,7030,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
14,2018-06-10,110,USRB,296,2,Chinook,Winter,1,Clipped,F,711,Not Chopped,Fresh,Spawned,8815,NA,NA,NA,5019,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
14,2018-06-10,109,USRB,296,2,Chinook,Winter,1,No Clip,F,798,Chopped,Fresh,Spawned,NA,NA,NA,Fresh chop Otter eaten- NoDisc-No eyes; t-wand scan negative,7029,Tissue-Scale-Otolith,NA,NA,NA,NA,2018
14,2018-06-10,110,USRB,297,2,Chinook,Winter,1,Clipped,F,753,Not Chopped,Non-Fresh,Spawned,8820,NA,NA,NA,5022,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
15,2018-06-11,113,USRB,276,4,Chinook,Winter,1,Clipped,M,868,Not Chopped,Fresh,Spawned,5717,NA,NA,NA,5023,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
15,2018-06-12,116,USRB,294,3,Chinook,Winter,1,Clipped,M,890,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,7031,Tissue-Head-Otolith-E,NA,NA,NA,NA,2018
15,2018-06-13,118,USRB,296,2,Chinook,Winter,1,Clipped,F,832,Not Chopped,Fresh,Spawned,3711,NA,NA,no eyes,7032,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
15,2018-06-13,117,USRB,296,2,Chinook,Winter,1,Clipped,F,740,Not Chopped,Fresh,Spawned,5719,NA,NA,NA,5024,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
16,2018-06-14,121,USRB,276,4,Chinook,Winter,1,Clipped,M,755,Chopped,Non-Fresh,Unknown,NA,NA,NA,1 eye,7034,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
16,2018-06-14,121,USRB,286,4,Chinook,Winter,1,Unknown,M,882,Chopped,Non-Fresh,Spawned,NA,NA,NA,otter eaten skeleton; with skin; wand indicated tag present,7033,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
16,2018-06-15,123,USRB,295,3,Chinook,Winter,1,Clipped,F,720,Not Chopped,Fresh,Spawned,4541,NA,NA,NA,7035,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
16,2018-06-16,128,USRB,299,1,Chinook,Winter,1,Unknown,F,690,Chopped,Non-Fresh,Unknown,NA,NA,NA,skeleton checked for cwt- NTD; crew should have chopped; not taken hd,5026,Tissue-Head-Otolith,NA,NA,NA,NA,2018
16,2018-06-16,125,USRB,296,2,Chinook,Winter,1,Clipped,F,726,Not Chopped,Non-Fresh,Spawned,4542,NA,NA,NA,7036,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
16,2018-06-16,126,USRB,296,2,Chinook,Winter,1,Clipped,F,725,Not Chopped,Non-Fresh,Spawned,5871,NA,NA,NA,5027,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
17,2018-06-18,131,USRB,289,3,Chinook,Winter,1,Clipped,M,848,Not Chopped,Fresh,Spawned,4882,NA,NA,NA,5028,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
17,2018-06-18,131,USRB,294,3,Chinook,Winter,1,Clipped,M,797,Not Chopped,Non-Fresh,Spawned,4883,NA,NA,NA,5029,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
17,2018-06-18,132,USRB,297,3,Chinook,Winter,1,Clipped,F,780,Not Chopped,Fresh,Spawned,3638,NA,NA,NA,7037,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
17,2018-06-19,134,USRB,296,2,Chinook,Winter,1,Clipped,F,779,Not Chopped,Fresh,Spawned,3550,NA,NA,NA,7038,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
17,2018-06-19,134,USRB,297,2,Chinook,Winter,1,Clipped,F,734,Not Chopped,Non-Fresh,Spawned,3552,NA,NA,NA,7039,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
18,2018-06-21,139,USRB,296,3,Chinook,Winter,1,Clipped,M,931,Not Chopped,Non-Fresh,Spawned,3555,NA,NA,NA,7040,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,143,USRB,298,1,Chinook,Winter,1,Clipped,M,950,Not Chopped,Fresh,Spawned,3564,NA,NA,took head to take eyes at station,7045,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,144,USRB,298,1,Chinook,Winter,1,Clipped,M,845,Not Chopped,Non-Fresh,Spawned,9246,NA,NA,NA,5031,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,144,USRB,300,1,Chinook,Winter,1,Clipped,F,712,Not Chopped,Fresh,Spawned,9249,NA,NA,NA,5035,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,144,USRB,300,1,Chinook,Winter,1,Clipped,F,743,Not Chopped,Non-Fresh,Spawned,9248,NA,NA,NA,5034,Tissue-Head-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,144,USRB,300,1,Chinook,Winter,1,Clipped,M,924,Not Chopped,Non-Fresh,Spawned,9247,NA,NA,NA,5032,Tissue-Head-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,144,USRB,300,1,Chinook,Winter,1,No Clip,F,739,Not Chopped,Fresh,Spawned,9250,NA,NA,Wanded-negative,5036,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,144,USRB,300,1,Chinook,Winter,1,Clipped,F,773,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,5033,Tissue-Head-Otolith,NA,NA,NA,NA,2018
18,2018-06-22,143,USRB,301,1,Chinook,Winter,1,Clipped,F,710,Not Chopped,Fresh,Spawned,3565,NA,NA,NA,7046,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,141,USRB,296,2,Chinook,Winter,1,Clipped,M,610,Not Chopped,Fresh,Unspawned,3560,NA,NA,NA,7041,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,142,USRB,296,2,Chinook,Winter,1,Clipped,F,786,Not Chopped,Fresh,Spawned,9245,NA,NA,NA,5030,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,141,USRB,297,2,Chinook,Winter,1,Clipped,F,750,Not Chopped,Fresh,Spawned,3562,NA,NA,NA,7043,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,141,USRB,297,2,Chinook,Winter,1,Clipped,F,705,Not Chopped,Fresh,Spawned,3563,NA,NA,NA,7044,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
18,2018-06-22,141,USRB,297,2,Chinook,Winter,1,Clipped,M,890,Not Chopped,Fresh,Spawned,3561,NA,NA,NA,7042,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
19,2018-06-23,146,USRB,287,4,Chinook,Winter,1,Clipped,M,741,Not Chopped,Non-Fresh,Spawned,9010,NA,NA,NA,7047,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-24,148,USRB,294,3,Chinook,Winter,1,Clipped,F,838,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,7048,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
19,2018-06-24,148,USRB,294,3,Chinook,Winter,1,Clipped,M,907,Not Chopped,Fresh,Spawned,9011,NA,NA,NA,7049,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-24,147,USRB,294,3,Chinook,Winter,1,No Clip,M,909,Not Chopped,Fresh,Spawned,7643,NA,NA,NA,5025,Tissue-Scale-Otolith,NA,NA,NA,NA,2018
19,2018-06-24,147,USRB,296,3,Chinook,Winter,1,Clipped,F,745,Not Chopped,Fresh,Spawned,7644,NA,NA,NA,5037,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,152,USRB,298,1,Chinook,Winter,1,Clipped,F,816,Not Chopped,Non-Fresh,Spawned,9016,NA,NA,NA,7055,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,152,USRB,300,1,Chinook,Winter,1,Clipped,F,785,Not Chopped,Fresh,Spawned,9018,NA,NA,NA,7057,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,152,USRB,300,1,Chinook,Winter,1,Clipped,M,814,Not Chopped,Fresh,Spawned,9017,NA,NA,NA,7056,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,150,USRB,296,2,Chinook,Winter,1,No Clip,M,562,Not Chopped,Fresh,Spawned,9013,NA,NA,NA,7051,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,149,USRB,296,2,Chinook,Winter,1,Clipped,F,730,Not Chopped,Non-Fresh,Spawned,7645,NA,NA,NA,5038,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,150,USRB,296,2,Chinook,Winter,1,Clipped,F,733,Not Chopped,Fresh,Spawned,9012,NA,NA,NA,7050,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,150,USRB,296,2,Chinook,Winter,1,Clipped,F,752,Not Chopped,Non-Fresh,Spawned,9014,NA,NA,NA,7052,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,150,USRB,297,2,Chinook,Winter,1,Clipped,F,675,Chopped,Fresh,Spawned,NA,NA,NA,NA,7053,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,149,USRB,297,2,Chinook,Winter,1,Clipped,F,780,Not Chopped,Fresh,Spawned,7646,NA,NA,NA,5039,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
19,2018-06-25,150,USRB,297,2,Chinook,Winter,1,Clipped,F,763,Not Chopped,Fresh,Spawned,9015,NA,NA,NA,7054,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-27,156,USRB,289,3,Chinook,Winter,1,Clipped,M,904,Not Chopped,Fresh,Spawned,2798,NA,NA,NA,5040,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-27,155,USRB,295,3,Chinook,Winter,1,Clipped,M,870,Not Chopped,Fresh,Spawned,4179,NA,NA,NA,7059,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-27,155,USRB,295,3,Chinook,Winter,1,Clipped,F,701,Not Chopped,Fresh,Spawned,4178,NA,NA,NA,7058,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-27,156,USRB,295,3,Chinook,Winter,1,Clipped,M,931,Not Chopped,Non-Fresh,Spawned,2799,NA,NA,NA,5041,Tissue-Head-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,159,USRB,299,1,Chinook,Winter,1,Clipped,F,758,Not Chopped,Fresh,Spawned,4187,NA,NA,NA,7069,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,160,USRB,299,1,Chinook,Winter,1,Clipped,M,786,Not Chopped,Non-Fresh,Spawned,3343,NA,NA,NA,5045,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,159,USRB,299,1,Chinook,Winter,1,Clipped,F,802,Not Chopped,Non-Fresh,Spawned,4186,NA,NA,NA,7068,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,160,USRB,299,1,Chinook,Winter,1,Clipped,F,715,Not Chopped,Non-Fresh,Spawned,3344,NA,NA,NA,5046,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,160,USRB,300,1,Chinook,Winter,1,No Clip,M,884,Not Chopped,Non-Fresh,Spawned,3345,NA,NA,Eyes poor condition.,5047,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,159,USRB,300,1,Chinook,Winter,1,Clipped,F,743,Not Chopped,Fresh,Spawned,4188,NA,NA,NA,7070,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,157,USRB,296,2,Chinook,Winter,1,Clipped,F,722,Not Chopped,Fresh,Spawned,4180,NA,NA,No eyes,7061,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
20,2018-06-28,157,USRB,296,2,Chinook,Winter,1,Unknown,M,910,Chopped,Non-Fresh,Spawned,NA,NA,NA,Skeleton that was wanded with cwt  No eyes; no scales,7060,Tissue-Head-Otolith,NA,NA,NA,NA,2018
20,2018-06-28,157,USRB,296,2,Chinook,Winter,1,Clipped,M,879,Not Chopped,Non-Fresh,Spawned,4181,NA,NA,No eyes; no scales,7062,Tissue-Head-Otolith,NA,NA,NA,NA,2018
20,2018-06-28,157,USRB,296,2,Chinook,Winter,1,Unknown,F,745,Chopped,Non-Fresh,Spawned,NA,NA,NA,Skeleton that was wanded with cwt  no eyes or scales,7063,Tissue-Head-Otolith,NA,NA,NA,NA,2018
20,2018-06-28,158,USRB,296,2,Chinook,Winter,1,Clipped,F,685,Not Chopped,Non-Fresh,Spawned,2800,NA,NA,NA,5042,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,157,USRB,297,2,Chinook,Winter,1,Clipped,F,753,Not Chopped,Fresh,Spawned,4183,NA,NA,NA,7065,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,158,USRB,297,2,Chinook,Winter,1,No Clip,M,898,Not Chopped,Fresh,Spawned,3342,NA,NA,Wanded-negative,5043,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,157,USRB,297,2,Chinook,Winter,1,Clipped,M,844,Not Chopped,Fresh,Spawned,4182,NA,NA,NA,7064,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,157,USRB,297,2,Chinook,Winter,1,Clipped,M,948,Not Chopped,Fresh,Spawned,4184,NA,NA,NA,7066,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,158,USRB,297,2,Chinook,Winter,1,Clipped,F,749,Chopped,Non-Fresh,Spawned,NA,NA,NA,Jaw fell apart while processing; changed from tag to chop.,5044,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
20,2018-06-28,157,USRB,298,2,Chinook,Winter,1,Clipped,F,857,Not Chopped,Fresh,Spawned,4185,NA,NA,NA,7067,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-06-29,162,USRB,282,4,Chinook,Winter,1,Clipped,M,866,Not Chopped,Fresh,Spawned,3489,NA,NA,NA,7071,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-06-30,164,USRB,288,3,Chinook,Winter,1,Clipped,M,915,Not Chopped,Fresh,Spawned,3490,NA,NA,NA,7072,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-06-30,164,USRB,291,3,Chinook,Winter,1,No Clip,M,569,Not Chopped,Fresh,Spawned,3491,NA,NA,T-wand; negative,7073,Tissue-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-06-30,164,USRB,292,3,Chinook,Winter,1,Clipped,M,892,Not Chopped,Non-Fresh,Spawned,3492,NA,NA,NA,7074,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,168,USRB,298,1,Chinook,Winter,1,Clipped,F,732,Chopped,Non-Fresh,Spawned,NA,NA,NA,NA,7079,Tissue-Head-Otolith,NA,NA,NA,NA,2018
21,2018-07-01,167,USRB,299,1,Chinook,Winter,1,Clipped,M,807,Not Chopped,Fresh,Spawned,2896,NA,NA,NA,5053,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,168,USRB,299,1,Chinook,Winter,1,Clipped,M,934,Not Chopped,Non-Fresh,Spawned,3497,NA,NA,NA,7080,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
21,2018-07-01,168,USRB,300,1,Chinook,Winter,1,Clipped,M,918,Not Chopped,Fresh,Spawned,3498,NA,NA,NA,7081,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,167,USRB,300,1,Chinook,Winter,1,Clipped,F,768,Not Chopped,Non-Fresh,Spawned,2897,NA,NA,NA,5054,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,167,USRB,301,1,Chinook,Winter,1,Clipped,M,820,Chopped,Fresh,Spawned,NA,NA,NA,Otter chew; no eyes,5055,Tissue-Head-Scale-Otolith,NA,NA,NA,NA,2018
21,2018-07-01,168,USRB,301,1,Chinook,Winter,1,Clipped,F,733,Not Chopped,Non-Fresh,Spawned,3499,NA,NA,NA,7082,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,165,USRB,296,2,Chinook,Winter,1,Clipped,F,704,Not Chopped,Non-Fresh,Spawned,2891,NA,NA,NA,5048,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,166,USRB,296,2,Chinook,Winter,1,Clipped,F,788,Not Chopped,Fresh,Spawned,3495,NA,NA,NA,7077,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,166,USRB,296,2,Chinook,Winter,1,Clipped,F,697,Not Chopped,Fresh,Spawned,3493,NA,NA,NA,7075,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,166,USRB,296,2,Chinook,Winter,1,Clipped,F,793,Not Chopped,Fresh,Spawned,3494,NA,NA,NA,7076,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,165,USRB,296,2,Chinook,Winter,1,Clipped,F,773,Not Chopped,Fresh,Spawned,2892,NA,NA,NA,5049,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,166,USRB,297,2,Chinook,Winter,1,Clipped,F,730,Not Chopped,Fresh,Spawned,3496,NA,NA,NA,7078,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
21,2018-07-01,165,USRB,297,2,Chinook,Winter,1,Clipped,F,803,Not Chopped,Fresh,Spawned,2895,NA,NA,NA,5052,Tissue-Head-Scale-Otolith-E,NA,NA,NA,NA,2018
